device_id,cpu,cpu_best,cpu_level,cpu_desc,ram,ram_best,ram_level,ram_desc,screen,screen_best,screen_level,screen_desc,res_ratio,res_ratio_best,res_ratio_level,res_ratio_desc,weight,weight_level,weight_best,weight_desc
1581663,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",3200x2000,"",96.62,超高清屏,,,,
1581664,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",3200x2000,"",96.62,超高清屏,,,,
1596879,,,,,16GB,"",75.3,极速运行,13.4英寸,"",7.21,13.4移动、办公,2560x1600,"",83.33,超高清屏,,,,
1596942,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1596943,,,,,32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1596944,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1596945,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1596946,,,,,32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1598062,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1598063,,,,,32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1601425,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.6Kg,6.28,"",""
1601426,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.6Kg,6.28,"",""
1601427,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.6Kg,6.28,"",""
1601430,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1601431,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1601457,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,2.3Kg,15.17,"",""
1601458,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.3Kg,15.17,"",""
1601460,2.2GHz,"",42.32,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.12Kg,94.99,"",""
1601461,,,,,16GB,"",75.3,极速运行,13英寸,"",3.05,13移动、办公,2160x1350,"",48.65,全高清屏,970g,97.07,"",""
1601463,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.48Kg,69.77,"",""
1601464,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.48Kg,69.77,"",""
1601467,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1601468,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1610556,3.2GHz,"",90.25,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1200,"",48.44,全高清屏,,,,
1610566,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1610567,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1610621,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.99Kg,26.17,"",""
1610622,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.99Kg,26.17,"",""
1610717,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610718,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610719,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610720,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610721,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610722,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610725,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.42Kg,75.13,"",""
1610835,2.5GHz,"",62.13,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.37Kg,85.11,"",""
1611073,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.87Kg,3.35,"",""
1611074,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.87Kg,3.35,"",""
1611076,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.87Kg,3.35,"",""
1611077,,,,,32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.87Kg,3.35,"",""
1613707,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1613767,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2160x1440,"",60.17,超高清屏,1.49Kg,68.43,"",""
1613768,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2160x1440,"",60.17,超高清屏,1.49Kg,68.43,"",""
1613770,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2520x1680,"",84.92,超高清屏,1.99Kg,26.17,"",""
1613771,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2520x1680,"",84.92,超高清屏,1.99Kg,26.17,"",""
1613772,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1613773,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1613774,,,,,16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1613775,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,2520x1680,"",84.92,超高清屏,1.43Kg,74.85,"",""
1613777,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613778,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613779,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613780,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613781,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613782,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613783,1.1GHz,"",3.74,"",16GB,"",75.3,极速运行,12.6英寸,"",1.71,12.6移动、办公,2560x1600,"",83.33,超高清屏,699g,99.44,"",""
1613784,,,,,16GB,"",75.3,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.26Kg,90.16,"",""
1613785,,,,,32GB,"",96.07,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3120x2080,"",96.92,超高清屏,1.26Kg,90.16,"",""
1617216,2.2GHz,"",42.32,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.12Kg,94.99,"",""
1617217,2.2GHz,"",42.32,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.12Kg,94.99,"",""
1617259,2.2GHz,"",42.32,"",16GB,"",75.3,极速运行,13英寸,"",3.05,13移动、办公,2160x1350,"",48.65,全高清屏,970g,97.07,"",""
1617263,,,,,16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.53Kg,62.57,"",""
1617270,,,,,16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.16Kg,20.85,"",""
1627141,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.37Kg,85.11,"",""
1627521,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1629846,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.58Kg,59.29,"",""
1629848,,,,,32GB,"",96.07,极速运行,14.5英寸,"",42.93,14.5游戏、便捷,3072x1920,"",94.88,超高清屏,1.58Kg,59.29,"",""
1629855,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1629856,,,,,32GB（16GB×2）,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3.1Kg,2.15,"",""
1629857,,,,,32GB（16GB×2）,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3.1Kg,2.15,"",""
1629858,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.4Kg,12.2,"",""
1629859,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.4Kg,12.2,"",""
1631365,1.7GHz,"",24.03,"",32GB,"",96.07,极速运行,13.3英寸,"",6.55,13.3移动、办公,2880x1800,"",92.58,超高清屏,,,,
1631366,1.3GHz,"",10.86,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,2880x1800,"",92.58,超高清屏,,,,
1631416,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.29Kg,17.5,"",""
1631428,,,,,16GB（8GB×2）,"",75.3,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3Kg,2.68,"",""
1631429,,,,,16GB（8GB×2）,"",75.3,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3Kg,2.68,"",""
1631431,,,,,32GB（16GB×2）,"",96.07,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3Kg,2.68,"",""
1631433,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1631437,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1631439,,,,,16GB（8GB×2）,"",75.3,极速运行,,,,,1920x1080,"",42.46,全高清屏,2.4Kg,12.2,"",""
1631443,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,1.9Kg,29.21,"",""
1631444,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,1.9Kg,29.21,"",""
1631445,,,,,32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,1.9Kg,29.21,"",""
1631447,,,,,16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,1.9Kg,29.21,"",""
1631449,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.45Kg,73.23,"",""
1631457,,,,,16GB（8GB×2）,"",75.3,极速运行,,,,,2560x1440,"",60.17,超高清屏,2.4Kg,12.2,"",""
1631505,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.53Kg,62.57,"",""
1631520,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.65Kg,5.61,"",""
1631522,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.65Kg,5.61,"",""
1631523,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.65Kg,5.61,"",""
1631524,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.65Kg,5.61,"",""
1631537,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.95Kg,27.83,"",""
1637709,,,,,16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.4Kg,76.4,"",""
1638943,3.3GHz,"",91.81,"",16GB,"",75.3,极速运行,13.3英寸,"",6.55,13.3移动、办公,1920x1080,"",42.46,全高清屏,1.4Kg,76.4,"",""
1638944,3.3GHz,"",91.81,"",32GB,"",96.07,极速运行,13.3英寸,"",6.55,13.3移动、办公,1920x1080,"",42.46,全高清屏,1.4Kg,76.4,"",""
1639396,,,,,32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1600,"",83.33,超高清屏,2.5Kg,8.89,"",""
1639397,,,,,64GB,"",99.79,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.5Kg,8.89,"",""
1639398,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.5Kg,8.89,"",""
1639772,,,,,64GB,"",99.79,极速运行,14.2英寸,"",41.31,14.2游戏、便捷,3024x1964,"",95.3,超高清屏,1.63Kg,52.42,"",""
1639817,2GHz,"",32.89,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.89Kg,31.53,"",""
1652677,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1652678,2.6GHz,"",69.07,"",32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,,,,
1652846,2.2GHz,"",42.32,"",64GB（32GB×2）,"",99.79,极速运行,18英寸,"",100,"",2560x1600,"",83.33,超高清屏,4.23Kg,0.81,"",""
1653984,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.29Kg,17.5,"",""
1653985,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.36Kg,14.6,"",""
1654163,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.29Kg,17.5,"",""
1707191,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1707192,2GHz,"",32.89,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1707193,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1707194,2GHz,"",32.89,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.77Kg,41.31,"",""
1707489,2GHz,"",32.89,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.44Kg,74.6,"",""
1707490,2GHz,"",32.89,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.44Kg,74.6,"",""
1707491,2GHz,"",32.89,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.44Kg,74.6,"",""
1707492,2GHz,"",32.89,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.44Kg,74.6,"",""
1708118,,,,,8GB,"",12.1,游戏流畅,15.3英寸,"",43.67,15.3游戏、便捷,2880x1864,"",92.79,超高清屏,1.51Kg,64.02,"",""
1713435,,,,,8GB,"",12.1,游戏流畅,15.3英寸,"",43.67,15.3游戏、便捷,2880x1864,"",92.79,超高清屏,1.51Kg,64.02,"",""
1729336,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.39Kg,82.43,"",""
1734855,2.1GHz,"",39.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,,,,
1748076,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.4Kg,76.4,"",""
1748801,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.79Kg,39.37,"",""
1749214,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,1920x1080,"",42.46,全高清屏,1.43Kg,74.85,"",""
1749274,1.7GHz,"",24.03,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.65Kg,51.18,"",""
1753655,2.4GHz,"",52.34,"",8GB,"",12.1,游戏流畅,14英寸,"",39.64,14游戏、便捷,,,,,1.7Kg,44.48,"",""
1770028,,,,,32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.3Kg,15.17,"",""
1770069,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,,,,
1770070,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,,,,
1772446,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.88Kg,31.85,"",""
1772548,2.2GHz,"",42.32,"",32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2Kg,23.39,"",""
1772549,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.9Kg,29.21,"",""
1772550,2.6GHz,"",69.07,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,1.85Kg,32.7,"",""
1772656,,,,,64GB,"",99.79,极速运行,17英寸,"",95.72,"",2560x1600,"",83.33,超高清屏,3Kg,2.68,"",""
1772669,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.6Kg,6.28,"",""
1773670,2.3GHz,"",46.77,"",16GB（8GB×2）,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2880x1800,"",92.58,超高清屏,1.5Kg,64.2,"",""
1773699,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,,,,
1773700,,,,,16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,,,,
1774972,,,,,16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,,,,
1774973,,,,,16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,,,,
1774974,,,,,16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,,,,
1774975,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",1920x1080,"",42.46,全高清屏,,,,
1775060,1.7GHz,"",24.03,"",16GB（8GB×2）,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.87Kg,32.06,"",""
1781835,2.6GHz,"",69.07,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.88Kg,31.85,"",""
1782426,3.8GHz,"",97.55,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.47Kg,70.37,"",""
1782429,4GHz,"",98.98,"",16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.47Kg,70.37,"",""
1784388,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",3200x2000,"",96.62,超高清屏,1.55Kg,61.23,"",""
1792881,3.2GHz,"",90.25,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.8Kg,33.58,"",""
1792882,3.4GHz,"",92.52,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,1.8Kg,33.58,"",""
1794053,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.4Kg,12.2,"",""
1794070,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2Kg,23.39,"",""
1794071,2GHz,"",32.89,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2Kg,23.39,"",""
1794073,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2Kg,23.39,"",""
1794074,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2Kg,23.39,"",""
1794093,2.7GHz,"",77.04,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1794094,2.3GHz,"",46.77,"",16GB（8GB×2）,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.5Kg,8.89,"",""
1795847,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.57Kg,7.72,"",""
1795848,,,,,32GB,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.57Kg,7.72,"",""
1795849,,,,,16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.57Kg,7.72,"",""
1795861,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1795862,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1795863,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1795864,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2560x1600,"",83.33,超高清屏,1.8Kg,33.58,"",""
1796079,,,,,16GB,"",75.3,极速运行,13英寸,"",3.05,13移动、办公,2560x1600,"",83.33,超高清屏,,,,
1796416,2MHz,"",0.18,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.75Kg,42.79,"",""
1796417,2MHz,"",0.18,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",1920x1200,"",48.44,全高清屏,1.75Kg,42.79,"",""
1796717,2.7GHz,"",77.04,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,1920x1080,"",42.46,全高清屏,2.58Kg,6.91,"",""
1796719,2.5GHz,"",62.13,"",32GB,"",96.07,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.36Kg,14.6,"",""
1796730,2.5GHz,"",62.13,"",16GB（8GB×2）,"",75.3,极速运行,17.3英寸,"",98.89,"",2560x1440,"",60.17,超高清屏,3.09Kg,2.33,"",""
1815102,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1815103,2.3GHz,"",46.77,"",16GB,"",75.3,极速运行,15.6英寸,"",70.33,15.6游戏、便捷,2560x1440,"",60.17,超高清屏,2.1Kg,21.8,"",""
1815123,3.9GHz,"",98,"",16GB,"",75.3,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2.58Kg,6.91,"",""
1823211,4GHz,"",98.98,"",32GB（16GB×2）,"",96.07,极速运行,16英寸,"",91.33,"",2560x1600,"",83.33,超高清屏,2Kg,23.39,"",""
1827588,,,,,16GB,"",75.3,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.47Kg,70.37,"",""
1827589,,,,,32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.47Kg,70.37,"",""
1827590,2.2GHz,"",42.32,"",32GB,"",96.07,极速运行,14英寸,"",39.64,14游戏、便捷,2240x1400,"",51.5,全高清屏,1.47Kg,70.37,"",""
